CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.AMM.INVENT.SCAINV","Scarico Inventario","NULL","NULL","2","N","3","NULL","SCAINV","0.AMM.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.SCAINV.M","gestione","AMMINVENTCORESCAINVM","CRUDScaricoInventarioBP","2","Y","4","NULL","M","0.AMM.INVENT.SCAINV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.SCAINV.V","visualizzazione","AMMINVENTCORESCAINVV","CRUDScaricoInventarioBP","1","Y","4","NULL","V","0.AMM.INVENT.SCAINV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF","Tabelle di riferimento","NULL","NULL","4","N","3","NULL","TABRIF","0.AMM.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.CONBEN","Condizione Bene","NULL","NULL","3","N","4","NULL","CONBEN","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.CONBEN.M","gestione","AMMINVENTTABRCONBENM","CRUDCondizioneBeneBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.CONBEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.CONBEN.V","visualizzazione","AMMINVENTTABRCONBENV","CRUDCondizioneBeneBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.CONBEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.IDINVE","Inventario","NULL","NULL","4","N","4","NULL","IDINVE","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.IDINVE.M","gestione","AMMINVENTTABRIDINVEM","CRUDIdInventarioBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.IDINVE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.IDINVE.V","visualizzazione","AMMINVENTTABRIDINVEV","CRUDIdInventarioBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.IDINVE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIMOVI","Tipo carico scarico Inventario","NULL","NULL","2","N","4","NULL","TIMOVI","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIMOVI.M","gestione","AMMINVENTTABRTIMOVIM","CRUDTipoCaricoScaricoBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.TIMOVI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIMOVI.V","visualizzazione","AMMINVENTTABRTIMOVIV","CRUDTipoCaricoScaricoBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.TIMOVI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.UBICAZ","Ubicazione","NULL","NULL","1","N","4","NULL","UBICAZ","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.UBICAZ.M","gestione","AMMINVENTTABRUBICAZM","CRUDUbicazioneBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.UBICAZ","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.UBICAZ.V","visualizzazione","AMMINVENTTABRUBICAZV","CRUDUbicazioneBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.UBICAZ","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO","Missioni","NULL","NULL","4","N","2","NULL","MISSIO","0.AMM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR","tabelle di riferimento","NULL","NULL","3","N","3","NULL","TABR","0.AMM.MISSIO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.RIMBKM","rimborso km","NULL","NULL","1","N","4","NULL","RIMBKM","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.RIMBKM.M","gestione","AMMMISSIOTABRRIMBKMM","CRUDMissioneRimborsoKmBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.RIMBKM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.RIMBKM.V","visualizzazione","AMMMISSIOTABRRIMBKMV","CRUDMissioneRimborsoKmBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.RIMBKM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TFAUTO","tariffario auto","NULL","NULL","2","N","4","NULL","TFAUTO","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TFAUTO.M","gestione","AMMMISSIOTABRTFAUTOM","CRUDMissioneTariffarioAutoBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.TFAUTO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TFAUTO.V","visualizzazione","AMMMISSIOTABRTFAUTOV","CRUDMissioneTariffarioAutoBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.TFAUTO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPAST","tipo pasto","NULL","NULL","4","N","4","NULL","TIPAST","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPAST.M","gestione","AMMMISSIOTABRTIPASTM","CRUDMissioneTipoPastoBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.TIPAST","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC","associazioni","NULL","NULL","6","N","3","NULL","ASSC","0.CFG.PDCFIN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPAST.V","visualizzazione","AMMMISSIOTABRTIPASTV","CRUDMissioneTipoPastoBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.TIPAST","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPSPE","tipo spesa","NULL","NULL","3","N","4","NULL","TIPSPE","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPSPE.M","gestione","AMMMISSIOTABRTIPSPEM","CRUDMissioneTipoSpesaBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.TIPSPE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.TIPSPE.V","visualizzazione","AMMMISSIOTABRTIPSPEV","CRUDMissioneTipoSpesaBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.TIPSPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC","Documenti contabili","NULL","NULL","4","N","1","properties16.gif","DOC","0","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT","Accertamenti","NULL","NULL","2","N","2","NULL","ACCERT","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ACCCMP.M","gestione","DOCOBBLIGCOREACCERTM","CRUDAccertamentoBP","2","Y","4","NULL","M","0.DOC.ACCERT.ACCCMP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ACCCMP.V","visualizzazione","DOCOBBLIGCOREACCERTV","CRUDAccertamentoBP","1","Y","4","NULL","V","0.DOC.ACCERT.ACCCMP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.PAG0M","gestione","DOCMANDATCOREPAGAM0M","CRUDMandatoBP","20","Y","3","NULL","PAG0M","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.PAG0V","visualizzazione","DOCMANDATCOREPAGAM0V","CRUDMandatoBP","10","Y","3","NULL","PAG0V","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG","Impegni","NULL","NULL","1","N","2","NULL","OBBLIG","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBCMP.M","gestione","DOCOBBLIGCOREOBBLIGM","CRUDObbligazioneBP","20","Y","4","NULL","M","0.DOC.OBBLIG.OBBCMP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBLDF.M","gestione","DOCOBBLIGCOREOBBLDFM","ListaObbligazioniDefinitiveBP","2","Y","4","NULL","M","0.DOC.OBBLIG.OBBLDF","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBLDF.V","visualizzazione","DOCOBBLIGCOREOBBLDFV","ListaObbligazioniDefinitiveBP","1","Y","4","NULL","V","0.DOC.OBBLIG.OBBLDF","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBLPR.M","gestione","DOCOBBLIGCOREOBBLPRM","ListaObbligazioniProvvisorieBP","2","Y","4","NULL","M","0.DOC.OBBLIG.OBBLPR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBLPR.V","visualizzazione","DOCOBBLIGCOREOBBLPRV","ListaObbligazioniProvvisorieBP","1","Y","4","NULL","V","0.DOC.OBBLIG.OBBLPR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR","Tabelle di riferimento","NULL","NULL","92","N","3","NULL","TABR","0.DOC.OBBLIG","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR.TIPOBB","tipo impegni","NULL","NULL","1","N","4","NULL","TIPOBB","0.DOC.OBBLIG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR.TIPOBB.M","gestione","DOCOBBLIGTABRTIPOBBM","CRUDTipoObbligazioneBP","2","Y","5","NULL","M","0.DOC.OBBLIG.TABR.TIPOBB","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR.TIPOBB.V","visualizzazione","DOCOBBLIGTABRTIPOBBV","CRUDTipoObbligazioneBP","1","Y","5","NULL","V","0.DOC.OBBLIG.TABR.TIPOBB","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.OBBCMP.V","visualizzazione","DOCOBBLIGCOREOBBLIGV","CRUDObbligazioneBP","10","Y","4","NULL","V","0.DOC.OBBLIG.OBBCMP","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.DIARIA","diaria","NULL","NULL","5","N","4","NULL","DIARIA","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.DIARIA.V","visualizzazione","AMMMISSIOTABRDIARIAV","CRUDMissioneDiariaBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.DIARIA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.DIARIA.M","gestione","AMMMISSIOTABRDIARIAM","CRUDMissioneDiariaBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.DIARIA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN","Compensi","NULL","NULL","6","N","2","NULL","COMPEN","0.AMM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR","tabelle di riferimento","NULL","NULL","3","N","3","NULL","TABR","0.AMM.COMPEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.SCAGLI","Scaglione","NULL","NULL","2","N","4","NULL","SCAGLI","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICONT","Tipo Contributo","NULL","NULL","1","N","4","NULL","TICONT","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETLAV","Detrazioni Lavoro","NULL","NULL","14","N","4","NULL","DETLAV","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETFAM","Detrazioni Familiari","NULL","NULL","15","N","4","NULL","DETFAM","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.SCAGLI.V","visualizzazione","AMMCOMPENTABRSCAGLIV","CRUDScaglioneBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.SCAGLI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.SCAGLI.M","gestione","AMMCOMPENTABRSCAGLIM","CRUDScaglioneBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.SCAGLI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICONT.V","visualizzazione","AMMCOMPENTABRTICONTV","CRUDTipoContributoRitenutaBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.TICONT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TICONT.M","gestione","AMMCOMPENTABRTICONTM","CRUDTipoContributoRitenutaBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.TICONT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETLAV.V","visualizzazione","AMMCOMPENTABRDETLAVV","CRUDDetrazioniLavoroBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.DETLAV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETLAV.M","gestione","AMMCOMPENTABRDETLAVM","CRUDDetrazioniLavoroBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.DETLAV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETFAM.V","visualizzazione","AMMCOMPENTABRDETFAMV","CRUDDetrazioniFamiliariBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.DETFAM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.DETFAM.M","gestione","AMMCOMPENTABRDETFAMM","CRUDDetrazioniFamiliariBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.DETFAM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.ABBATT","abbattimenti","NULL","NULL","6","N","4","NULL","ABBATT","0.AMM.MISSIO.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.ABBATT.V","visualizzazione","AMMMISSIOTABRABBATTV","CRUDMissioneAbbattimentiBP","1","Y","5","NULL","V","0.AMM.MISSIO.TABR.ABBATT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.TABR.ABBATT.M","gestione","AMMMISSIOTABRABBATTM","CRUDMissioneAbbattimentiBP","2","Y","5","NULL","M","0.AMM.MISSIO.TABR.ABBATT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR","Tabelle di riferimento","NULL","NULL","70","N","3","NULL","TABR","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.TIBOLL","Tipo Bollo","NULL","NULL","1","N","4","NULL","TIBOLL","0.DOC.MANDAT.TABR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.TIBOLL.V","visualizzazione","DOCMANDATTABRTIBOLLV","CRUDTipoBolloBP","1","Y","5","NULL","V","0.DOC.MANDAT.TABR.TIBOLL","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.TABR.TIBOLL.M","gestione","DOCMANDATTABRTIBOLLM","CRUDTipoBolloBP","2","Y","5","NULL","M","0.DOC.MANDAT.TABR.TIBOLL","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.INVEAC","Apertura/Chiusura Inventario","NULL","NULL","5","N","4","NULL","INVEAC","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.INVEAC.V","visualizzazione","AMMINVENTTABRINVEACV","CRUDInventarioApChBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.INVEAC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.INVEAC.M","gestione","AMMINVENTTABRINVEACM","CRUDInventarioApChBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.INVEAC","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.COMEST.V","visualizzazione","CFGANAGCFTABRCOMESTV","CRUDComuniEsteri","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.COMEST","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.MODPAG.V","visualizzazione","CFGANAGCFTABRMODPAGV","CRUDModalitaPagamento","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.MODPAG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERPAG.V","visualizzazione","CFGANAGCFTABRTERPAGV","CRUDTerminiPagamento","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.TERPAG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TIPRAP.V","visualizzazione","CFGANAGCFTABRTIPRAPV","CRUDTipoRapporto","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.TIPRAP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PE0010.V","visualizzazione","CFGPDCFINASSCPE0010V","CRUDConfigAssCapSpesaCdsContoEconomCostoBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PE0010","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PE0020.V","visualizzazione","CFGPDCFINASSCPE0020V","CRUDConfigAssCapEntrataCnrContoEconomRicavoBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PE0020","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0010.V","visualizzazione","CFGPDCFINASSCPF0010V","CRUDConfigAssTitoloCnrTitoloCdsBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PF0010","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.ASSC.PF0020.V","visualizzazione","CFGPDCFINASSCPF0020V","CRUDConfigAssCapSpesaCnrNaturaCapEntrataCdsBP","1","Y","5","NULL","V","0.CFG.PDCFIN.ASSC.PF0020","NULL","SYSTEM","SYSTEM","1"
"0.CFG.STRORG.TABR.TIPCDS.M","gestione","CFGSTRORGTABRTIPCDSM","CRUDConfigTipoUnitaOrgBP","2","Y","5","NULL","M","0.CFG.STRORG.TABR.TIPCDS","NULL","SYSTEM","SYSTEM","1"
"0.CFG.UTENZE","Gestione utenze","NULL","NULL","50","N","2","NULL","UTENZE","0.CFG","NULL","SYSTEM","SYSTEM","1"
"0.RIP.ANNMAS.M","gestione","RIPGESRIPCOREANNMASM","AnnullamentoBP","1","Y","3","NULL","M","0.RIP.ANNMAS","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RIPPRE.M","gestione","RIPGESRIPCORERIPPREM","RiportoEsPrecedenteBP","1","Y","3","NULL","M","0.RIP.RIPPRE","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RESSUC.RIPSUC","diretto","NULL","NULL","1","N","3","NULL","RIPSUC","0.RIP.RESSUC","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RESSUC.REVSUC","con cambio di capitolo","NULL","NULL","2","N","3","NULL","REVSUC","0.RIP.RESSUC","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RESSUC.RIPSUC.M","gestione","RIPGESRIPCORERIPSUCM","RiportoEsSuccessivoBP","1","Y","4","NULL","M","0.RIP.RESSUC.RIPSUC","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RESSUC.REVSUC.M","gestione","RIPGESRIPCOREREVSUCM","RiportoEvolutoEsSuccessivoBP","1","Y","4","NULL","M","0.RIP.RESSUC.REVSUC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.IMPRES","residui ente","NULL","NULL","4","N","3","NULL","IMPRES","0.DOC.OBBLIG","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.IMPRES.V","visualizzazione","DOCOBBLIGCOREIMPRESV","CRUDImpegnoResiduoBP","1","Y","4","NULL","V","0.DOC.OBBLIG.IMPRES","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.IMPRES.M","gestione","DOCOBBLIGCOREIMPRESM","CRUDImpegnoResiduoBP","2","Y","4","NULL","M","0.DOC.OBBLIG.IMPRES","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.ANSPRE","ann. spesa su p.giro residue","NULL","NULL","82","N","3","NULL","ANSPRE","0.DOC.OBBLIG","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.ANSPRE.V","visualizzazione","DOCOBBLIGCOREANSPREV","CRUDImpegnoPGiroResiduoBP","1","Y","4","NULL","V","0.DOC.OBBLIG.ANSPRE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.ANSPRE.M","gestione","DOCOBBLIGCOREANSPREM","CRUDImpegnoPGiroResiduoBP","2","Y","4","NULL","M","0.DOC.OBBLIG.ANSPRE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ANENRE","ann. entrata su p.giro residue","NULL","NULL","5","N","3","NULL","ANENRE","0.DOC.ACCERT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ANENRE.V","visualizzazione","DOCACCERTCOREANENREV","CRUDAccertamentoPGiroResiduoBP","1","Y","4","NULL","V","0.DOC.ACCERT.ANENRE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.ANENRE.M","gestione","DOCACCERTCOREANENREM","CRUDAccertamentoPGiroResiduoBP","2","Y","4","NULL","M","0.DOC.ACCERT.ANENRE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS.STAMPE","stampe","NULL","NULL","3","N","4","NULL","STAMPE","0.DOC.INTCAS.SOSRIS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCDS.STAMPE","stampe","NULL","NULL","2","N","4","NULL","STAMPE","0.DOC.INTCAS.SOSCDS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS.STAMPE.STMRIS","stampa riscontri","DOCINTCASCORESTMRISM","StampaRiscontriBP","1","Y","5","NULL","STMRIS","0.DOC.INTCAS.SOSRIS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS.STAMPE.STMSOS","stampa sospesi","DOCINTCASCORESTMSOSM","StampaSospesiBP","2","Y","5","NULL","STMSOS","0.DOC.INTCAS.SOSRIS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOREV","stampa sospesi ente associati a reversali","DOCINTCASCORESSOREVM","StampaSospesiCNRAssocRevBP","1","Y","5","NULL","SSOREV","0.DOC.INTCAS.SOSCDS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOCDS","stampa sospesi ente associati a cds","DOCINTCASCORESSOCDSM","StampaSospesiCNRAssocCdsBP","2","Y","5","NULL","SSOCDS","0.DOC.INTCAS.SOSCDS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CAFILE.CF","carica file","DOCINTCASCORECAFILEM","CaricaFileCassiereBP","1","Y","4","NULL","CF","0.DOC.INTCAS.CAFILE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CAFILE.PF","processa file","DOCINTCASCOREPRFILEM","ProcessaFileCassiereBP","3","Y","4","NULL","PF","0.DOC.INTCAS.CAFILE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.STAMPE","stampe","NULL","NULL","5","N","3","NULL","STAMPE","0.AMM.COMPEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.STAMPE.STRICP","riepilogo compensi","AMMCOMPENCORESTRICPM","StampaRiepilogoCompensiBP","1","Y","4","NULL","STRICP","0.AMM.COMPEN.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCDS.STAMPE.SSOMAN","stampa sospesi ente associati a mandati","DOCINTCASCORESSOMANM","StampaSospesiCNRAssocMandBP","3","Y","5","NULL","SSOMAN","0.DOC.INTCAS.SOSCDS.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN","Liquidazione annuale","NULL","NULL","7","N","2","NULL","LIQANN","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.LIQANN","liquidazione annuale","NULL","NULL","1","N","4","NULL","LIQANN","0.IVA.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.LIQANN.M","gestione","AMMLIQIVACORELIQANNM","LiquidazioneAnnualeBP","1","Y","5","NULL","M","0.IVA.LIQANN.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.CDIVAA","codici IVA fatture acquisti","NULL","NULL","2","N","4","NULL","CDIVAA","0.IVA.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.CDIVAA.M","gestione","AMMLIQIVACORECDIVAAM","CodiciIvaFattureAcquistiBP","1","Y","5","NULL","M","0.IVA.LIQANN.CDIVAA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.CDIVAV","codici IVA fatture vendita","NULL","NULL","3","N","4","NULL","CDIVAV","0.IVA.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.CDIVAV.M","gestione","AMMLIQIVACORECDIVAVM","CodiciIvaFattureVenditeBP","1","Y","5","NULL","M","0.IVA.LIQANN.CDIVAV","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.RIQUVE","riepilogativi quadri VA-VE","NULL","NULL","4","N","4","NULL","RIQUVE","0.IVA.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.RIQUVE.M","gestione","AMMLIQIVACORERIQUVEM","QuadriVaVeBP","1","Y","5","NULL","M","0.IVA.LIQANN.RIQUVE","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.RIQUVF","riepilogativi quadri VA-VF","NULL","NULL","5","N","4","NULL","RIQUVF","0.IVA.LIQANN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQANN.RIQUVF.M","gestione","AMMLIQIVACORERIQUVFM","QuadriVaVfBP","1","Y","5","NULL","M","0.IVA.LIQANN.RIQUVF","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOGREG","Log Registry","NULL","NULL","9","N","2","NULL","LOGREG","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOGREG.V","visualizzazione","CFGLOGREGCORELOGREGV","SelezionatoreLogRegistryBP","1","Y","3","NULL","V","0.SERV.LOGREG","NULL","SYSTEM","SYSTEM","1"
"0.DOC.SNGCNT","Situazione singolo conto","NULL","NULL","7","N","2","NULL","SNGCNT","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.ACCR.ACC0G","generazione","DOCMANDATCOREACCRE0M","SituazioneCdSBP","3","Y","4","NULL","ACC0G","0.DOC.MANDAT.ACCR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FDECON.V","visualizzazione","AMMFDECONCOREFDECONV","FondoEconomaleBP","1","Y","3","NULL","V","0.AMM.FDECON","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FDECON.M","gestione","AMMFDECONCOREFDECONM","FondoEconomaleBP","2","Y","3","NULL","M","0.AMM.FDECON","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR.TPCONS","tipo consegna","NULL","NULL","2","N","4","NULL","TPCONS","0.DOC.OBBLIG.TABR","NULL","SYSTEM","SYSTEM","1"
