"pg_storico_","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec","esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","user_","dt_transaction_","action_"
"155","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T10:30:00.000","$$$$SYSDATE$$$$","2199","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T10:30:00.000","U"
"156","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T10:30:00.000","$$$$SYSDATE$$$$","2200","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T11:00:00.000","U"
"157","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T11:00:00.000","$$$$SYSDATE$$$$","2201","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T11:00:01.000","U"
"164","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T12:30:00.000","$$$$SYSDATE$$$$","2208","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T13:30:00.000","U"
"165","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T13:30:00.000","$$$$SYSDATE$$$$","2209","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T13:30:01.000","U"
"186","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T18:00:00.000","$$$$SYSDATE$$$$","2230","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T18:30:00.000","U"
"187","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T18:30:00.000","$$$$SYSDATE$$$$","2231","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T18:30:01.000","U"
"196","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T20:30:01.000","$$$$SYSDATE$$$$","2240","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T21:00:00.000","U"
"197","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T21:00:00.000","$$$$SYSDATE$$$$","2241","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T21:00:01.000","U"
"208","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T23:00:01.000","$$$$SYSDATE$$$$","2252","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T23:30:00.000","U"
"209","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T23:30:00.000","$$$$SYSDATE$$$$","2253","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T23:30:01.000","U"
"3","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","CDR_SPECIALE","CDR_PERSONALE","000.403.000","NULL","NULL","NULL","NULL","PCIR009","2017-04-11T09:48:01.000","U"
"9","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET_RAP13","11031","NULL","NULL","NULL","NULL","PCIR009","2017-05-26T12:44:03.000","U"
"16","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","OBBLIGATORIETA_ORDINI","PROGETTO_RICHIESTA","N","NULL","NULL","NULL","NULL","PCIR009","2017-06-28T12:07:31.000","I"
"17","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","OBBLIGATORIETA_ORDINI","GAE_RICHIESTA","N","NULL","NULL","NULL","NULL","PCIR009","2017-06-28T12:07:32.000","I"
"18","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","OBBLIGATORIETA_ORDINI","VOCE_RICHIESTA","N","NULL","NULL","NULL","NULL","PCIR009","2017-06-28T12:07:32.000","I"
"29","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","CONTO_CORRENTE_SPECIALE","ENTE","01020","16595","000000000000000","NULL","NULL","PCIR009","2017-09-15T16:40:24.000","U"
"30","NULL","NULL","NULL","2011-01-03T09:58:36.000","CED","2011-01-03T09:58:36.000","CED","1","0","*","CONTO_CORRENTE_SPECIALE_BI","ENTE","01005","03392","218154","NULL","NULL","PCIR009","2017-09-15T16:40:34.000","U"
"31","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","CONTO_CORRENTE_SPECIALE","ENTE","01005","16595","000000000000000","NULL","NULL","PCIR009","2017-09-15T16:40:38.000","U"
"32","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","CONTO_CORRENTE_SPECIALE","ENTE","01005","03392","000000000000000","NULL","NULL","PCIR009","2017-09-15T16:40:47.000","U"
"33","NULL","NULL","NULL","2011-01-03T09:58:36.000","CED","2011-01-03T09:58:36.000","CED","1","0","*","CONTO_CORRENTE_SPECIALE_BI","ENTE","01020","03392","218154","NULL","NULL","PCIR009","2017-09-15T16:40:54.000","U"
"34","NULL","NULL","NULL","2006-04-27T09:58:36.000","CED","2006-04-27T09:58:36.000","CED","1","0","*","UO_SPECIALE","UO_DISTINTA_TUTTA_SAC","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-09-15T17:38:00.000","U"
"35","NULL","NULL","NULL","2005-04-12T09:58:36.000","TILDE","2005-04-12T09:58:36.000","TILDE","1","0","*","UO_SPECIALE","UO_VERSAMENTO_CORI_TUTTA_SAC","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-09-15T17:38:25.000","U"
"68","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-09-26T11:08:36.000","$$$$SYSDATE$$$$","2114","0","*","EMAIL_PEC","SDI","comunicazioni.sdi@pec.cnr.it","6DqtTTq1Nci3x0+ZgI9YuQ==","NULL","N","NULL","PCIR009","2017-11-13T16:56:24.000","U"
"69","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-09-26T11:08:36.000","$$$$SYSDATE$$$$","2114","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","6DqtTTq1Nci3x0+ZgI9YuQ==","NULL","N","NULL","PCIR009","2017-11-13T17:07:08.000","U"
"100","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T22:00:05.000","$$$$SYSDATE$$$$","2144","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-13T22:30:01.000","U"
"101","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T22:30:01.000","$$$$SYSDATE$$$$","2145","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-13T22:30:01.000","U"
"102","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T22:30:01.000","$$$$SYSDATE$$$$","2146","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-13T23:00:00.000","U"
"103","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T23:00:00.000","$$$$SYSDATE$$$$","2147","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-13T23:00:01.000","U"
"104","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T23:00:01.000","$$$$SYSDATE$$$$","2148","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-13T23:30:00.000","U"
"105","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-13T23:30:00.000","$$$$SYSDATE$$$$","2149","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-13T23:30:01.000","U"
"118","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T02:30:00.000","$$$$SYSDATE$$$$","2162","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T03:00:00.000","U"
"119","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T03:00:00.000","$$$$SYSDATE$$$$","2163","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T03:00:00.000","U"
"152","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T09:30:00.000","$$$$SYSDATE$$$$","2196","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T10:00:00.000","U"
"153","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T10:00:00.000","$$$$SYSDATE$$$$","2197","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T10:00:09.000","U"
"158","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T11:00:01.000","$$$$SYSDATE$$$$","2202","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T11:30:00.000","U"
"159","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T11:30:00.000","$$$$SYSDATE$$$$","2203","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T11:30:00.000","U"
"160","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T11:30:00.000","$$$$SYSDATE$$$$","2204","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T12:00:00.000","U"
"161","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T12:00:00.000","$$$$SYSDATE$$$$","2205","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T12:00:00.000","U"
"166","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T13:30:01.000","$$$$SYSDATE$$$$","2210","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T14:00:00.000","U"
"167","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T14:00:00.000","$$$$SYSDATE$$$$","2211","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T14:00:00.000","U"
"168","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T14:00:00.000","$$$$SYSDATE$$$$","2212","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T14:30:00.000","U"
"169","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T14:30:00.000","$$$$SYSDATE$$$$","2213","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T14:30:00.000","U"
"180","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T16:34:49.000","$$$$SYSDATE$$$$","2224","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T17:00:00.000","U"
"181","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T17:00:00.000","$$$$SYSDATE$$$$","2225","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T17:00:00.000","U"
"198","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T21:00:01.000","$$$$SYSDATE$$$$","2242","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-14T21:30:00.000","U"
"199","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T21:30:00.000","$$$$SYSDATE$$$$","2243","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-14T21:30:01.000","U"
"210","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-14T23:30:01.000","$$$$SYSDATE$$$$","2254","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-15T00:00:00.000","U"
"211","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T00:00:00.000","$$$$SYSDATE$$$$","2255","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T00:00:01.000","U"
"212","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T00:00:01.000","$$$$SYSDATE$$$$","2256","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-15T00:30:01.000","U"
"213","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T00:30:01.000","$$$$SYSDATE$$$$","2257","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T00:30:01.000","U"
"214","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T00:30:01.000","$$$$SYSDATE$$$$","2258","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-15T01:00:00.000","U"
"215","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T01:00:00.000","$$$$SYSDATE$$$$","2259","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T01:00:01.000","U"
"216","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T01:00:01.000","$$$$SYSDATE$$$$","2260","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-15T01:30:00.000","U"
"217","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T01:30:00.000","$$$$SYSDATE$$$$","2261","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T01:30:00.000","U"
"218","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T01:30:00.000","$$$$SYSDATE$$$$","2262","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-15T02:00:00.000","U"
"219","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T02:00:00.000","$$$$SYSDATE$$$$","2263","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T02:00:00.000","U"
"227","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-15T04:00:00.000","$$$$SYSDATE$$$$","2271","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-15T04:00:00.000","U"
"5","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","TFR","11037","NULL","NULL","NULL","NULL","PCIR009","2017-05-25T17:01:01.000","U"
"6","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR","11028","NULL","NULL","NULL","NULL","PCIR009","2017-05-25T17:01:29.000","U"
"7","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","TFR_TEMPO_DET","11040","NULL","NULL","NULL","NULL","PCIR009","2017-05-25T17:03:26.000","U"
"8","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET","11030","NULL","NULL","NULL","NULL","PCIR009","2017-05-25T17:03:50.000","U"
"37","NULL","NULL","NULL","2004-11-17T16:25:59.000","$$$$$MIGRAZIONE$$$$$","2004-11-17T16:25:59.000","$$$$$MIGRAZIONE$$$$$","1","0","*","LINEA_ATTIVITA_SPECIALE","LINEA_COMUNE_MIGRAZIONE_BENI","C0000190","NULL","NULL","NULL","NULL","PCIR009","2017-09-18T12:01:12.000","U"
"38","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","UO_SPECIALE","UO_VERSAMENTO_CORI","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-09-18T12:04:23.000","U"
"39","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","UO_SPECIALE","UO_VERSAMENTO_IVA","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-09-18T12:04:40.000","U"
"40","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","0","*","ORDINI","GESTIONE","true","NULL","NULL","NULL","NULL","PCIR009","2017-09-22T15:22:22.000","I"
"42","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-03-06T23:04:23.000","$$$$SYSDATE$$$$","2112","0","*","EMAIL_PEC","SDI","comunicazioni.sdi@pec.cnr.it","6DqtTTq1Nci3x0+ZgI9YuQ==","NULL","Y","NULL","PCIR009","2017-09-26T09:18:29.000","U"
"45","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","UO_IMPEGNO_ORDINI","DESTINAZIONE","N","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T15:08:44.000","I"
"46","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","UO_IMPEGNO_ORDINI","DESTINAZIONE","N","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T15:10:22.000","U"
"47","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","ORDINI_DA_RICHIESTE","ROTTURA_UO_DESTINAZIONE","N","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T15:12:58.000","I"
"48","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","UO_IMPEGNO_ORDINI","DESTINAZIONE","S","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T16:50:55.000","D"
"49","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","ORDINI_DA_RICHIESTE","ROTTURA_UO_DESTINAZIONE","N","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T16:50:55.000","D"
"50","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","ORDINI","IMPEGNO_ORDINI_UO_DEST","S","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T16:51:58.000","I"
"51","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","ORDINI","ORDINI_AUT_ROTTURA_UO_DEST","N","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T16:51:58.000","I"
"52","NULL","NULL","NULL","2011-08-10T14:14:08.000","CED","2011-08-10T14:14:08.000","CED","1","2017","*","ORDINI","IMPEGNO_ORDINI_UO_DEST","S","NULL","NULL","NULL","NULL","PCIR009","2017-09-28T16:58:10.000","U"
"53","NULL","NULL","NULL","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","2002-01-29T09:58:36.000","$$$$$MIGRAZIONE$$$$$","1","0","*","CDR_SPECIALE","CDR_PERSONALE","000.000.000","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:37:44.000","U"
"54","NULL","NULL","NULL","2003-01-30T00:00:00.000","$$$$$MIGRAZIONE$$$$$","2003-01-30T00:00:00.000","$$$$$MIGRAZIONE$$$$$","1","0","*","UO_SPECIALE","UO_ACCREDITAMENTO_SAC","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:39:04.000","U"
"55","NULL","NULL","NULL","2010-12-10T09:58:36.000","CED","2010-12-10T09:58:36.000","CED","1","0","*","UO_SPECIALE","UO_VERSAMENTO_CORI_CONTO_BI","000.407","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:39:15.000","U"
"56","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET","2008","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:39:54.000","U"
"57","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR","2008","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:40:07.000","U"
"58","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","TFR","2008","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:40:12.000","U"
"59","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","RIMBORSO_ANTICIPO","35013","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:40:32.000","U"
"60","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET_RAP13","2008","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:41:25.000","U"
"61","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET_FIN","2008","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:41:30.000","U"
"62","NULL","NULL","NULL","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","2016-10-13T21:05:25.000","$$$$RIBALTAMENTO$$$$","1","2017","*","ELEMENTO_VOCE_SPECIALE","ONERI_CNR_TEMPO_DET_FIN","NULL","NULL","NULL","NULL","NULL","PCIR009","2017-10-23T14:42:02.000","U"
