"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"084115","TACHIMETRO A CONTATTO X ELETTROP.","N","N","Y","22","8.4","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"083710","PROLUNGHE ELETTR. C/AVVOLGICAVO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"084018","RASPE","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"082070","OLIO PER POMPA DA VUOTO","KG","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"082250","POMPA PER ALTO VUOTO MOD. VP50","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"082035","LIME","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081968","GUANTI LAVORO SCAMOS.-PLAST.","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"082010","LASTRE FERRO LUCIDO MM1","KG","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:50.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081700","FERRO TONDO AL PIOMBO","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081900","GIRAFILIERE","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081960","GIRAVITI A TAGLIO","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081260","ELETTRODI PER SALDATURE","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"081400","FERRO ESAGONALE AL PIOMBO","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:49.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080760","CACCIAVITI A TAGLIO","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080815","CERCAFUGHE ELET.PORT.MOD.HLD5500","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080600","ALESATORI A TAGLIO ELICOIDALI","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080710","AVVITATORE C/ACCESSORI IN KIT","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080320","ACCIAIO INOX QUADR MM 40","GR","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"080460","ACCIAIO INOX TONDO MM 18","GR","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:48.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"071200","SERRATURE MOBILI E SPORTELLI","N","N","Y","22","8.6","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:47.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"069100","VITI DOPPIE FE ZINCATE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:47.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"070600","CILINDRI PER SERRATURE PORTE","N","N","Y","22","8.6","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:47.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"067700","TUBI CARICO LAVAVETRERIE","N","N","Y","22","8.5","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:47.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"AA00849","ALTRI CANONI (AFFITTO STAND)","N","N","Y","22","0.7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-02T15:32:14.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00850","CORNICI","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-02T15:34:30.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"12001","CASSETTIERE IN METALLO (INV.)","N","N","Y","22","1.2001","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-02T15:55:22.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","Y","NULL","NULL"
"AA00851","TASTIERE","N","N","Y","22","8.9","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-02T16:01:18.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01017","VASI PER CAMPIONAMENTI IN VETRO CAP. 250 MLCON TAPPO METALLICO","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-10T10:57:57.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01025","TAMPONI","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2006-04-27T11:13:20.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","narco test (Martucci)","TRA","N","NULL","NULL"
"AA01094","DEOXYNUCLEOTIDE 5'([A-32P] DATP (300CI/MMOL10UCI/UL CONF.250UCI (CONF.BIEN.10)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:00:24.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01095","DEOXYNUCLEOTIDE 5'([A-32P] DCTP (300CI/MMOL10UCI/UL 250UCI (CONF.BIEN.10)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:01:45.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01096","DEOXYNUCLEOTIDE 5'([A-32P] DGTP (300CI/MMOL10UCI/UL 250UCI (CONF.BIEN.10)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:02:45.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01097","DEOXYNUCLEOTIDE 5'([A-32P] DTTP (300CI/MMOL10UCI/UL 250UCL (CONF.BIEN.10)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:03:49.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01098","G32P ATP 6000CI/MMOL 200TBQ/MMOL 250UCI (CONF.BIEN.32)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:06:51.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01099","A32P DATP 3000CI/MMOL 110TBG/MMOL 250UCI (CONF.BIEN. 8)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:11:54.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01100","A32PDCTP 3000CI/MMOL 110TBQ/MMOL 250UCI (CONF.BIEN.32)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:22:36.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01101","A32PUTP 3000CI/MMOL 110TBQ/MMOL 250 UCI (CONF.BIENN. 48)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:24:10.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01102","L-35S CYSTEINE -10MCI/ML SOLUZ.ACQUOSA 5MCI (CONF.BIEN.18)","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:40:40.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01103","METS35+CYSS35 1000CI/MMOL 14.3MCI7ML 2MCI (CONF.BIEN.4)","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:42:31.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01104","[51CR] 1MCI/ML SOLUZ.ACQUOSA 2MCI (CONF.BIEN.4)","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:44:04.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01105","[Y-32P] ATP 3000CI/MMOL 250UCI (CONF.SPEC 4)","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-01-18T12:53:09.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01269","NOCICEPTIN, (125I) TYR 14- 2200 CI/MMOL -PHOSPHATEBUFFERED SALINE WITH GLYCINE AND BSA CONF.50","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:58:37.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01270","CP 55,940 (SIDE CHAIN-2,3,4-3H (N)) 100-180 CI/MMOL SOLUZIONE ETHANOL CONF.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:58:04.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01271","GUANOSINE 5' (G-THIO) TRIPHOSPHATE (35S) 1250 CI/MMOL 10MM TRICINE, 10MM DTT CONF.1000","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:58:21.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01272","LH-RH, (D-TRP6)- (125I)- LYOPHILIZED FROM 50 MM SODIUM PHOSPHATE,02 M NACI,1M GLYCINE AND STAB. C.50","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:59:46.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01273","NICOTINAMIDE ADENINE (ADENYLATE-32P) DINUCLEOTIDE(A-32P-NAD)-800 CI/MMOL-STAB AQ. SOL.PH 6 C.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:00:07.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01274","GUANOSINE 5'-TRIPHOSPHATE (GAMMA-32P) 6000 CI/MMOL10MM TRICINE (PH 7.6)- CONF.1000-","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:00:31.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01275","GUANOSINE 5'-DIPHOSPHATE TRISODIUM SALT (8,5 3H) 25-50 CI/MMOL ETHANOL:WATER (1:1) CONF.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:00:55.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01276","INOSITOLO, MYO-(1,2 3H(N)- 45-80 CI/MMOL -BUFFERED ACQUEOUS SOL. STERILE CONF.5000","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:01:08.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01277","EXPRE 35S 35S PROTEIN LABELLING MIX (35S) 1000 CI/MMOL 50MM TRICIN. PH7.4 AND10MM 2-MERCAPTOE.C.6-8","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:02:00.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01278","SUBSTANCE P(125I) BOLTON HUNTER LABELED LYS 3 2200CI/MMOL ACETON.:ACQUA O,1M TRIETILAM F.B.MERC.C.50","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:02:14.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01279","PRAZOSIN (7-METHOZY-H3) 70-87 CI/MMOL ETHANOLO:0.01 N HCI (1:1) CONF.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:02:27.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01280","VASOPRESSIN, (125I)TYR2, ARG8- 2200 CI/MMOL -PHOSHATE-BUFFER. SALINE(PH4.2)CONT.GLYC.BSA AND TR.C.50","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:02:40.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01281","CHROMIUM 51 50CI/G SOLUZIONE SALINA CONF.2","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:02:56.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01282","(3H)RACLOPRIDE 60-87 CI/MMOL SOL.ACQUA CONF.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:03:16.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01283","(3H) SULPIRIDE -60-87 CI/MMOL SOL.ETANOLO CONF.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:03:38.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01284","(3H)CGS 21680 -30-60 CI/MMOL SOL.ACUA/ETANOLO CONF 250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:03:51.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01285","51CR SODIUM CHROMATE 14,8 TB Q/G SOL.SALINA PH 8-10 CONF.185","MBQ","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:04:15.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01286","METHYL-14-C- THYMIDINE 50MCI/ML AQUEOUS SOLUTION STERILISED CONF.50UCI","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T16:04:27.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01343","DEOXYNEUCLOTIDES 5'[ALFA-32P] DATP,DCTP,DGTP(3000 CI)/MMOL DATP-20?C CONF 250 UCI","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-03T11:03:16.000","GIUDICEP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01344","DEOXYNEUCLOTIDES 5'[ALFA-32P] DATP,DCTP,DGTP(3000 CI/MMOL) DCTP-20?C CONF. 250 UCI","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-03T11:03:55.000","GIUDICEP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01239","H3PO4 (32-P) ORTHOPHOSPHORIC ACID (314-337) TBQ/MMOL ACID SOLUTION CONF.5","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:14:29.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01240","NUCL.5'-TRIPHOSPHATE,TETRA-(TRIETHLYL.) SAL, (Y-32P)ATP(3000 CI)/MMOL 10MM TRICINE (PH 7.6) C.250","UCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:14:43.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01241","THYMIDINE (6-3H) 10CI (370 GBQ)/MMOL 1MCI/ML SOLUZIONE ACQUOSA STERILE CONF.1","MCI","N","Y","22","9.10","2017-05-19T09:52:42.000","MIGRAZIONE","2008-10-07T15:14:56.000","SPANOM","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00991","VALVOLA PNEUMATICA","N","N","Y","22","3.3","2017-05-19T09:52:42.000","MIGRAZIONE","2006-02-20T11:52:33.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00992","CONNETTORE","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2006-02-21T10:58:16.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01011","PINZE DRITTE ACCIAIO LUNGH. MM 200 PUNTE ARROTOND.DENTELLAT. INTERNA ZIGRIN. ED ESTERNA ANTISCIVOLO","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-08T11:12:09.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01012","PINZE DRITTE ACCIAIO LUNGH. MM 300 PUNTE ARROTOND.DENTELLAT. INTERNA ZIGRIN. ED ESTERNA ANTISCIVOLO","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-08T11:14:56.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01013","SPATOLE  LAMA IN ACCIAIO INOX LUNGH.  CM 18-20CON MANICO IN LEGNO","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-08T11:19:41.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01014","SPATOLE IN PORCELLANA C/CUCCHIAIO LUNGH. CM 21","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2009-10-09T12:54:55.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01015","FORBICI IN ACCIAIO LUNGH. MM130 - PUNTE ARROTOND.ADATTE PER TUTTI  I COMUNI USI DA LABORATORIO","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-08T11:38:10.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01016","FORBICI  ACCIAIO LUNGH. MM 200  DOTATE INCAVO CHEPERMETTE UTILIZZ. COME PINZE PER STRING./ SCHIACC.","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-08T11:43:48.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01036","BORSA PER PC PORTATILE","N","N","Y","22","8.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-11-13T12:31:28.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01387","FORNO A MICROONDE (INV)","N","N","Y","22","3.0","2017-05-19T09:52:42.000","MIGRAZIONE","2013-02-01T08:56:37.000","GULLOP2","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA01023","SMALTIMENTO RIFIUTI SPECIALI E PERICOLOSI","N","N","Y","22","0.5","2017-05-19T09:52:42.000","MIGRAZIONE","2006-03-30T15:16:10.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01063","SMARTPAK DQ3","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:00:36.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01064","WALL MOUNTING BRACKET WITH TAP","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:01:21.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01065","BIOPAK ULTRA FILTER","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:02:54.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01066","PIPETTATORE","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2015-09-08T14:48:51.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01067","LAB STOOL WOOD 780MMH","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:07:05.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01068","LOCKABLE CUPBOARD WITH SHELVES","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:08:35.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01069","SHELF UNITS FOR SAFETY CABINET","N","N","Y","22","7.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T16:10:06.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00913","MATERIALE HARDWARE (INV.)","N","N","Y","22","1.9","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-09T14:25:52.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00914","APPARECCHI E SISTEMI PER HPLC (INV.)","N","N","Y","22","3.999","2017-05-19T09:52:42.000","MIGRAZIONE","2015-01-09T08:04:06.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00985","MORTAIO  DIAM. SUPER. MM 100 IN ACCIAIO CON BECCOSUPERF. INTERN. LISCIA-LUCIDA CON PESTELLO ACCIAIO","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2006-02-10T11:44:34.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00986","PINZE ACCIAIO LUNGH.MM 130 PUNTE CURV. ZIGRINATURAESTERNA ANTISCIVOLO E PUNTE DENTELL. INTERNAM.","N","N","Y","22","7.9","2017-05-19T09:52:42.000","MIGRAZIONE","2006-02-10T11:54:32.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00987","SESSOLE IN ACCIAIO DA ML.250 MANICO TONDOLUNGHEZZA MM 270","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2006-02-10T12:04:23.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00988","SESSOLE IN ACCIAIO LUNGH TOT. MM 200  MANICO TONDOLUNGO - LARGHEZZA SESSOLA MM 30","N","N","Y","22","7.1","2017-05-19T09:52:42.000","MIGRAZIONE","2009-08-10T14:48:41.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00989","SOSTEGNI CON BASE IN GHISA DIM. BASE CM20X26 CIRCAASTA ACCIAIO INOX  DIM ASTA ALT. CM 60 DIAM. MM 12","N","N","Y","22","8.2","2017-05-19T09:52:42.000","MIGRAZIONE","2009-08-18T13:59:02.000","DAQUINOC","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01052","NOLEGGIO FOTOCOPIATRICI","N","N","Y","22","0.7.2","2017-05-19T09:52:42.000","MIGRAZIONE","2007-04-13T10:26:13.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA01053","NOLEGGIO FOTOCOPIATRICE/STAMPANTE","N","N","Y","22","0.7.2","2017-05-19T09:52:42.000","MIGRAZIONE","2015-02-13T13:22:18.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA01059","HOTPLATE MAGNETIC STIRRER STAINLESS STEEL PLETFORM","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2007-06-26T15:59:19.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
